,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
422,41.0,184.0,299413.0,299460.0,3936.0,182.0,93.0,407075.0,38.0,124.0,1362.0,0.0,1.0,40.0,0.0602,0.4144,0.3287,0.105,0.7857,0.5054,0.0,3.5951,2.1553,1.6721,-0.6713,-0.192,1.0,0
423,39.0,197.0,2098167.0,2098332.0,10821.0,754.0,454.0,1238454.0,36.0,140.0,1400.0,0.0,1.0,40.0,0.0557,0.5849,0.9576,0.1129,0.2095,0.3634,1.0,4.0343,2.1987,2.2175,0.0424,-0.1059,1.0,0
424,41.0,194.0,2339627.0,2339797.0,9183.0,602.0,355.0,1059263.0,40.0,141.0,1404.0,0.0,1.0,40.0,0.0584,0.6469,0.9,0.109,0.2542,0.4789,1.0,3.963,2.1847,2.2304,0.1,-0.0988,1.0,0
425,39.0,191.0,1530040.0,1530225.0,14346.0,694.0,424.0,1691554.0,29.0,143.0,1400.0,0.0,1.0,40.0,0.0557,0.4898,0.8216,0.1086,0.219,0.4363,1.0,4.1567,2.1818,2.2672,0.1784,-0.0788,1.0,0
426,39.0,195.0,554961.0,555021.0,5970.0,188.0,118.0,618937.0,43.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.3622,0.3846,0.115,0.8298,0.5085,0.0,3.776,2.1931,1.7781,-0.6154,-0.19,1.0,0
427,41.0,219.0,1221106.0,1221276.0,15601.0,865.0,517.0,1835252.0,23.0,143.0,1400.0,0.0,1.0,40.0,0.0586,0.4844,0.9551,0.1271,0.2058,0.3288,0.0,4.1932,2.2504,2.2304,-0.0449,-0.081,1.0,0
428,5.0,21.0,1108621.0,1108641.0,217.0,18.0,23.0,22124.0,53.0,125.0,1373.0,0.0,1.0,40.0,0.0073,0.3219,0.8,0.0116,0.8889,0.8696,1.0,2.3365,1.2041,1.301,0.2,-0.2035,0.5296,1
429,1598.0,1607.0,2932024.0,2932064.0,169.0,34.0,43.0,17673.0,85.0,120.0,1687.0,1.0,0.0,80.0,0.0948,0.5306,0.225,0.0053,0.2647,0.9302,1.0,2.2279,0.9542,1.6021,0.775,-0.183,0.5951,1
430,619.0,630.0,2122174.0,2122284.0,653.0,90.0,110.0,71112.0,95.0,134.0,1366.0,0.0,1.0,100.0,0.9063,0.4603,0.1,0.0081,0.1222,1.0,1.0,2.8149,1.0414,2.0414,0.9,-0.1492,0.9977,1
431,45.0,62.0,323844.0,323852.0,62.0,24.0,14.0,7716.0,117.0,134.0,1360.0,0.0,1.0,200.0,0.0662,0.5441,0.4706,0.0125,0.7083,0.5714,0.0,1.7924,1.2305,0.9031,-0.5294,-0.0277,0.2482,1
432,1105.0,1130.0,2240686.0,2240690.0,57.0,25.0,8.0,5917.0,92.0,117.0,1364.0,1.0,0.0,80.0,0.3431,0.43,0.16,0.0183,1.0,0.5,0.0,1.7559,1.3979,0.6021,-0.84,-0.189,0.2061,1
433,129.0,157.0,86408.0,86427.0,276.0,39.0,26.0,33858.0,115.0,135.0,1362.0,0.0,1.0,40.0,0.1894,0.4812,0.6786,0.0206,0.7179,0.7308,0.0,2.4409,1.4472,1.2787,-0.3214,-0.0416,0.8223,0
434,460.0,555.0,2161400.0,2161408.0,343.0,106.0,28.0,39231.0,105.0,127.0,1358.0,0.0,1.0,40.0,0.6775,0.5487,0.0842,0.07,0.8962,0.2857,0.0,2.5353,1.9777,0.9031,-0.9158,-0.1064,0.9549,1
435,1302.0,1308.0,2369532.0,2369561.0,115.0,18.0,29.0,14260.0,115.0,135.0,1352.0,0.0,1.0,40.0,0.0651,0.3391,0.2069,0.0044,0.3333,1.0,1.0,2.0607,0.7782,1.4624,0.7931,-0.0313,0.2984,1
436,13.0,28.0,1024413.0,1024437.0,230.0,17.0,24.0,26034.0,93.0,127.0,1387.0,0.0,1.0,40.0,0.0188,0.3611,0.625,0.0108,0.8824,1.0,1.0,2.3617,1.1761,1.3802,0.375,-0.1157,0.5951,1
437,616.0,622.0,2182058.0,2182079.0,82.0,14.0,21.0,9584.0,109.0,126.0,1366.0,0.0,1.0,100.0,0.9019,0.3492,0.2857,0.0044,0.4286,1.0,1.0,1.9138,0.7782,1.3222,0.7143,-0.0869,0.2359,1
438,610.0,625.0,529042.0,529057.0,172.0,15.0,16.0,19997.0,101.0,127.0,1387.0,0.0,1.0,40.0,0.8796,0.2356,1.0,0.0108,1.0,0.9375,0.5,2.2355,1.1761,1.1761,0.0,-0.0917,0.374,1
439,458.0,519.0,2871825.0,2871852.0,543.0,81.0,46.0,58157.0,93.0,119.0,1350.0,1.0,0.0,70.0,0.6785,0.6703,0.4426,0.0452,0.7531,0.587,0.0,2.7348,1.7853,1.4314,-0.5574,-0.1633,0.9999,1
440,1365.0,1382.0,1074472.0,1074485.0,133.0,18.0,14.0,14132.0,77.0,119.0,1387.0,0.0,1.0,40.0,0.0072,0.3982,0.7647,0.0123,0.9444,0.9286,0.0,2.1239,1.2305,1.1139,-0.2353,-0.1699,0.3678,1
441,43.0,194.0,1448373.0,1448535.0,12108.0,614.0,359.0,1402972.0,34.0,141.0,1402.0,0.0,1.0,40.0,0.0613,0.505,0.9321,0.1077,0.2459,0.4512,1.0,4.0831,2.179,2.2095,0.0679,-0.0948,1.0,0
442,41.0,191.0,1540695.0,1540855.0,12260.0,660.0,378.0,1424210.0,33.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.4892,0.9375,0.107,0.2273,0.4233,1.0,4.0885,2.1761,2.2041,0.0625,-0.0924,1.0,0
443,19.0,28.0,39680.0,39849.0,1170.0,99.0,174.0,67967.0,29.0,93.0,1362.0,0.0,1.0,200.0,0.0279,0.2308,0.0532,0.0066,0.0909,0.9713,1.0,3.0682,0.9542,2.2279,0.9467,-0.5462,0.9997,1
444,1586.0,1598.0,214533.0,214550.0,123.0,19.0,17.0,10646.0,77.0,103.0,1692.0,0.0,1.0,300.0,0.1111,0.3971,0.7059,0.0071,0.6316,1.0,1.0,2.0899,1.0792,1.2305,0.2941,-0.3238,0.3419,1
445,39.0,186.0,2229552.0,2229707.0,9484.0,655.0,382.0,1083941.0,41.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5838,0.9484,0.105,0.2244,0.4058,1.0,3.977,2.1673,2.1903,0.0516,-0.1071,1.0,0
446,60.0,181.0,239041.0,239088.0,3324.0,157.0,85.0,343029.0,42.0,125.0,1360.0,0.0,1.0,40.0,0.0882,0.4155,0.3884,0.089,0.7707,0.5529,0.0,3.5217,2.0828,1.6721,-0.6116,-0.1938,1.0,0
447,1115.0,1130.0,817076.0,817090.0,140.0,21.0,14.0,13836.0,58.0,135.0,1690.0,1.0,0.0,150.0,0.6627,0.3333,0.9333,0.0089,0.7143,1.0,0.0,2.1461,1.1761,1.1461,-0.0667,-0.2279,0.3509,1
448,63.0,86.0,6245624.0,6245776.0,2028.0,129.0,157.0,188767.0,28.0,140.0,1696.0,1.0,0.0,69.0,0.0743,0.4199,0.1513,0.0136,0.1783,0.9682,1.0,3.3071,1.3617,2.1818,0.8487,-0.2728,1.0,1
449,39.0,195.0,601086.0,601148.0,5786.0,202.0,106.0,600867.0,41.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4018,0.3974,0.1149,0.7723,0.5849,0.0,3.7624,2.1931,1.7924,-0.6026,-0.1887,1.0,0
450,39.0,213.0,2875657.0,2875730.0,6282.0,330.0,175.0,659881.0,41.0,134.0,1356.0,0.0,1.0,40.0,0.0575,0.5054,0.4195,0.1283,0.5273,0.4171,0.0,3.7981,2.2406,1.8633,-0.5805,-0.1794,1.0,0
451,329.0,336.0,1319063.0,1319076.0,68.0,11.0,13.0,7451.0,97.0,124.0,1360.0,0.0,1.0,130.0,0.4838,0.2528,0.5385,0.0052,0.6364,1.0,1.0,1.8325,0.8451,1.1139,0.4615,-0.144,0.1965,1
452,41.0,211.0,4703077.0,4703142.0,5830.0,289.0,158.0,614756.0,44.0,125.0,1356.0,0.0,1.0,40.0,0.0605,0.4724,0.3823,0.1254,0.5882,0.4114,0.0,3.7657,2.2304,1.8129,-0.6176,-0.1762,1.0,0
453,649.0,661.0,911696.0,911833.0,806.0,61.0,140.0,87496.0,83.0,132.0,1687.0,1.0,0.0,80.0,0.7694,0.5097,0.0876,0.0071,0.1967,0.9786,1.0,2.9063,1.0792,2.1367,0.9124,-0.1519,0.9999,1
454,300.0,312.0,2665729.0,2665742.0,124.0,12.0,14.0,13351.0,85.0,125.0,1656.0,1.0,0.0,100.0,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,1.0,2.0934,1.0792,1.1139,0.0769,-0.1588,0.2739,1
455,621.0,632.0,2036193.0,2036297.0,585.0,91.0,105.0,65860.0,99.0,133.0,1364.0,0.0,1.0,100.0,0.9106,0.4886,0.1058,0.0081,0.1209,0.9905,1.0,2.7672,1.0414,2.017,0.8942,-0.1205,0.9964,1
456,82.0,93.0,1146871.0,1146879.0,51.0,12.0,9.0,6193.0,107.0,143.0,1364.0,1.0,0.0,69.0,0.1202,0.4205,0.7273,0.0081,0.9167,0.8889,0.0,1.7076,1.0414,0.9031,-0.2727,-0.0513,0.1934,1
457,951.0,961.0,494451.0,494461.0,81.0,11.0,10.0,13311.0,141.0,182.0,1387.0,0.0,1.0,40.0,0.6143,0.19,1.0,0.0072,0.9091,1.0,0.5,1.9085,1.0,1.0,0.0,0.2839,0.2061,0
458,73.0,213.0,7818756.0,7818807.0,3876.0,185.0,102.0,419968.0,70.0,127.0,1358.0,0.0,1.0,40.0,0.1075,0.4571,0.3643,0.1031,0.7568,0.5,0.0,3.5884,2.1461,1.7076,-0.6357,-0.1535,1.0,0
459,702.0,725.0,1715826.0,1715848.0,333.0,28.0,27.0,35740.0,91.0,123.0,1623.0,1.0,0.0,100.0,0.8651,0.3419,0.9565,0.0142,0.8214,0.8148,0.0,2.5224,1.3617,1.3424,-0.0435,-0.1615,0.7955,1
460,153.0,163.0,28527.0,28542.0,91.0,16.0,16.0,9860.0,103.0,118.0,1364.0,0.0,1.0,40.0,0.2243,0.3933,0.6667,0.0073,0.625,0.9375,1.0,1.959,1.0,1.1761,0.3333,-0.1535,0.266,1
461,3.0,776.0,19000.0,19123.0,14386.0,851.0,424.0,1445817.0,27.0,124.0,1358.0,0.0,1.0,50.0,0.0044,0.8487,0.1591,0.5692,0.9083,0.2901,0.0,4.1579,2.8882,2.0899,-0.8409,-0.2148,1.0,0
462,900.0,916.0,693632.0,693638.0,53.0,17.0,8.0,6697.0,110.0,143.0,1692.0,1.0,0.0,143.0,0.9173,0.4479,0.375,0.0095,0.9412,0.75,0.0,1.7243,1.2041,0.7782,-0.625,-0.0128,0.2018,1
463,625.0,636.0,1997356.0,1997506.0,1082.0,102.0,150.0,118721.0,94.0,132.0,1366.0,0.0,1.0,100.0,0.9151,0.3442,0.0733,0.0081,0.1078,1.0,1.0,3.0342,1.0414,2.1761,0.9267,-0.1428,0.9999,1
464,37.0,194.0,1881566.0,1881746.0,12489.0,700.0,462.0,1439221.0,31.0,141.0,1402.0,0.0,1.0,40.0,0.0528,0.5581,0.8722,0.112,0.2243,0.3896,1.0,4.0965,2.1959,2.2553,0.1278,-0.0997,1.0,0
465,39.0,191.0,2399992.0,2400148.0,8457.0,636.0,383.0,971036.0,38.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.6434,0.9744,0.1086,0.239,0.4073,1.0,3.9272,2.1818,2.1931,0.0256,-0.103,1.0,0
466,1043.0,1053.0,1082240.0,1082248.0,64.0,12.0,8.0,7296.0,97.0,132.0,1687.0,1.0,0.0,80.0,0.7516,0.2,0.8,0.0059,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1094,0.1852,1
467,195.0,197.0,2166065.0,2166066.0,2.0,2.0,1.0,250.0,120.0,130.0,1358.0,0.0,1.0,40.0,0.2872,0.0,0.5,0.0015,1.0,1.0,0.0,0.301,0.301,0.0,-0.5,-0.0234,0.119,0
468,41.0,214.0,2254664.0,2254729.0,6176.0,307.0,140.0,639433.0,36.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4508,0.3757,0.1276,0.5635,0.4643,0.0,3.7907,2.238,1.8129,-0.6243,-0.1911,1.0,0
469,539.0,561.0,247445.0,247463.0,145.0,61.0,35.0,19450.0,128.0,143.0,1387.0,0.0,1.0,40.0,0.7772,0.6338,0.8182,0.0159,0.3607,0.5143,0.0,2.1614,1.3424,1.2553,-0.1818,0.0479,0.6514,1
470,2.0,226.0,29657.0,29792.0,16052.0,805.0,400.0,1594353.0,26.0,126.0,1358.0,0.0,1.0,50.0,0.003,0.4692,0.6027,0.1649,0.2783,0.3375,0.0,4.2055,2.3503,2.1303,-0.3973,-0.224,1.0,0
471,41.0,212.0,1878514.0,1878584.0,6432.0,276.0,134.0,666662.0,39.0,124.0,1358.0,0.0,1.0,40.0,0.0604,0.4627,0.4094,0.1259,0.6196,0.5224,0.0,3.8084,2.233,1.8451,-0.5906,-0.1902,1.0,0
472,39.0,58.0,933630.0,933641.0,100.0,30.0,16.0,12817.0,123.0,140.0,1398.0,0.0,1.0,40.0,0.0558,0.5215,0.5789,0.0136,0.6333,0.6875,0.0,2.0,1.2787,1.0414,-0.4211,0.0013,0.3494,0
473,1039.0,1048.0,1338444.0,1338453.0,66.0,10.0,9.0,7683.0,101.0,130.0,1362.0,1.0,0.0,120.0,0.4611,0.1852,1.0,0.0066,0.9,1.0,0.5,1.8195,0.9542,0.9542,0.0,-0.0905,0.1862,1
474,344.0,353.0,2278012.0,2278020.0,46.0,10.0,8.0,5003.0,95.0,127.0,1354.0,1.0,0.0,80.0,0.5081,0.3611,0.8889,0.0066,0.9,1.0,0.0,1.6628,0.9542,0.9031,-0.1111,-0.1503,0.1773,1
475,1551.0,1576.0,2071735.0,2071746.0,143.0,36.0,25.0,17042.0,109.0,135.0,1668.0,1.0,0.0,100.0,0.1103,0.48,0.44,0.015,0.6944,0.44,0.0,2.1553,1.3979,1.0414,-0.56,-0.0689,0.4547,1
476,41.0,209.0,2598874.0,2598935.0,5962.0,251.0,125.0,626007.0,41.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4182,0.3631,0.1237,0.6693,0.488,0.0,3.7754,2.2253,1.7853,-0.6369,-0.1797,1.0,0
477,445.0,790.0,4569159.0,4569177.0,4307.0,361.0,123.0,361568.0,64.0,118.0,1360.0,1.0,0.0,100.0,0.6544,0.3064,0.0522,0.2537,0.9557,0.1463,0.0,3.6342,2.5378,1.2553,-0.9478,-0.3442,1.0,1
478,275.0,299.0,1133715.0,1133734.0,318.0,39.0,32.0,39911.0,116.0,140.0,1364.0,0.0,1.0,40.0,0.4032,0.3026,0.7917,0.0176,0.6154,0.5938,0.0,2.5024,1.3802,1.2787,-0.2083,-0.0195,0.7359,1
479,39.0,195.0,1810559.0,1810727.0,11813.0,591.0,367.0,1361903.0,27.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5493,0.9286,0.1114,0.264,0.4578,1.0,4.0724,2.1931,2.2253,0.0714,-0.0993,1.0,0
480,1033.0,1050.0,181432.0,181441.0,75.0,28.0,15.0,10500.0,134.0,149.0,1664.0,0.0,1.0,40.0,0.738,0.5098,0.5294,0.0102,0.6071,0.6,0.0,1.8751,1.2305,0.9542,-0.4706,0.0938,0.2699,1
481,39.0,214.0,1527208.0,1527274.0,6661.0,247.0,133.0,686124.0,41.0,133.0,1356.0,0.0,1.0,40.0,0.0575,0.4233,0.3771,0.1291,0.7085,0.4962,0.0,3.8235,2.243,1.8195,-0.6229,-0.1953,1.0,0
482,41.0,206.0,1721788.0,1721968.0,12051.0,631.0,390.0,1383987.0,33.0,140.0,1402.0,0.0,1.0,40.0,0.0585,0.5942,0.9167,0.1177,0.2615,0.4615,1.0,4.081,2.2175,2.2553,0.0833,-0.1028,1.0,0
483,51.0,175.0,249693.0,249742.0,3631.0,179.0,96.0,378154.0,45.0,125.0,1362.0,0.0,1.0,40.0,0.0749,0.4024,0.3952,0.091,0.6927,0.5104,0.0,3.56,2.0934,1.6902,-0.6048,-0.1864,1.0,0
484,973.0,989.0,707576.0,707600.0,150.0,47.0,28.0,19311.0,120.0,141.0,1374.0,0.0,1.0,40.0,0.5604,0.6094,0.6667,0.0116,0.3404,0.8571,1.0,2.1761,1.2041,1.3802,0.3333,0.0058,0.633,1
485,1070.0,1079.0,863518.0,863529.0,74.0,13.0,11.0,7842.0,78.0,132.0,1652.0,1.0,0.0,100.0,0.6937,0.2525,0.8182,0.0055,0.6923,1.0,1.0,1.8692,0.9542,1.0414,0.1818,-0.1721,0.2051,1
486,39.0,191.0,1565555.0,1565703.0,13114.0,618.0,381.0,1507625.0,33.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.4171,0.9737,0.1086,0.2459,0.3884,0.0,4.1177,2.1818,2.1703,-0.0263,-0.1019,1.0,0
487,1144.0,1158.0,113260.0,113277.0,120.0,26.0,17.0,15146.0,117.0,140.0,1372.0,0.0,1.0,40.0,0.3119,0.4958,0.8235,0.0102,0.5385,1.0,1.0,2.0792,1.1461,1.2305,0.1765,-0.0139,0.3945,1
488,971.0,980.0,659476.0,659488.0,78.0,13.0,12.0,8448.0,89.0,129.0,1652.0,1.0,0.0,80.0,0.8136,0.2778,0.75,0.0055,0.6923,1.0,1.0,1.8921,0.9542,1.0792,0.25,-0.1539,0.215,1
489,1386.0,1401.0,1299250.0,1299257.0,53.0,20.0,12.0,6554.0,113.0,141.0,1710.0,1.0,0.0,100.0,0.3614,0.4952,0.4667,0.0088,0.75,0.5833,0.0,1.7243,1.1761,0.8451,-0.5333,-0.0339,0.2116,1
490,50.0,181.0,168027.0,168086.0,3912.0,226.0,105.0,407966.0,29.0,135.0,1362.0,0.0,1.0,40.0,0.0734,0.4938,0.4504,0.0962,0.5796,0.5619,0.0,3.5924,2.1173,1.7708,-0.5496,-0.1853,1.0,0
491,980.0,992.0,508236.0,508253.0,74.0,22.0,18.0,6859.0,80.0,116.0,1358.0,1.0,0.0,300.0,0.539,0.6373,0.7059,0.0088,0.5454,0.9444,1.0,1.8692,1.0792,1.2305,0.2941,-0.2759,0.3419,1
492,41.0,196.0,579795.0,579857.0,6057.0,209.0,138.0,627913.0,39.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.3697,0.4,0.1141,0.7416,0.4493,0.0,3.7823,2.1903,1.7924,-0.6,-0.1901,1.0,0
493,1669.0,1679.0,456531.0,456548.0,91.0,14.0,17.0,7263.0,64.0,102.0,1688.0,1.0,0.0,150.0,0.0107,0.4647,0.5882,0.0059,0.7143,1.0,1.0,1.959,1.0,1.2305,0.4118,-0.3765,0.2928,1
494,346.0,357.0,900068.0,900098.0,182.0,29.0,30.0,22232.0,115.0,133.0,1370.0,0.0,1.0,40.0,0.5051,0.4485,0.3667,0.008,0.3793,1.0,1.0,2.2601,1.0414,1.4771,0.6333,-0.0457,0.5461,1
495,616.0,622.0,2224908.0,2224928.0,87.0,15.0,20.0,10196.0,109.0,127.0,1364.0,0.0,1.0,100.0,0.9032,0.275,0.3,0.0044,0.4,1.0,1.0,1.9395,0.7782,1.301,0.7,-0.0844,0.2288,1
496,517.0,626.0,982032.0,982049.0,955.0,136.0,80.0,104555.0,99.0,119.0,1666.0,0.0,1.0,40.0,0.6206,0.4846,0.156,0.0654,0.8015,0.2125,0.0,2.98,2.0374,1.2305,-0.844,-0.1447,1.0,1
497,515.0,537.0,833989.0,833995.0,74.0,26.0,10.0,10476.0,129.0,151.0,1364.0,1.0,0.0,70.0,0.7551,0.4394,0.2727,0.0161,0.8461,0.6,0.0,1.8692,1.3424,0.7782,-0.7273,0.106,0.2432,1
498,233.0,345.0,98402.0,98450.0,3340.0,169.0,93.0,265172.0,35.0,103.0,1670.0,0.0,1.0,40.0,0.279,0.3787,0.4286,0.0671,0.6627,0.5161,0.0,3.5238,2.0492,1.6812,-0.5714,-0.3797,1.0,0
499,779.0,796.0,1198171.0,1198188.0,198.0,21.0,18.0,18327.0,54.0,118.0,1353.0,0.0,1.0,50.0,0.8234,0.3149,1.0,0.0126,0.8095,0.9444,0.5,2.2967,1.2305,1.2305,0.0,-0.2769,0.4779,1
500,41.0,218.0,2698232.0,2698294.0,6327.0,275.0,148.0,660291.0,40.0,126.0,1358.0,0.0,1.0,40.0,0.0604,0.4235,0.3503,0.1303,0.6436,0.4189,0.0,3.8012,2.248,1.7924,-0.6497,-0.1847,1.0,0
501,1253.0,1263.0,2860158.0,2860168.0,76.0,13.0,10.0,7943.0,79.0,125.0,1688.0,1.0,0.0,70.0,0.5035,0.24,1.0,0.0059,0.7692,1.0,0.5,1.8808,1.0,1.0,0.0,-0.1835,0.2061,1
502,41.0,211.0,2052389.0,2052461.0,6476.0,296.0,156.0,675748.0,43.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.4709,0.4235,0.1254,0.5743,0.4615,0.0,3.8113,2.2304,1.8573,-0.5765,-0.1848,1.0,0
503,39.0,172.0,334925.0,334972.0,4123.0,177.0,90.0,426267.0,40.0,126.0,1360.0,0.0,1.0,40.0,0.0573,0.3404,0.3534,0.0978,0.7514,0.5222,0.0,3.6152,2.1239,1.6721,-0.6466,-0.1923,1.0,0
504,1325.0,1332.0,1564451.0,1564476.0,97.0,19.0,25.0,11608.0,111.0,133.0,1354.0,0.0,1.0,40.0,0.0325,0.4457,0.28,0.0052,0.3684,1.0,1.0,1.9868,0.8451,1.3979,0.72,-0.0651,0.2998,1
505,109.0,189.0,1541496.0,1541574.0,1834.0,242.0,128.0,227896.0,114.0,135.0,1358.0,0.0,1.0,40.0,0.1605,0.7061,0.975,0.0589,0.3306,0.6094,0.0,3.2634,1.9031,1.8921,-0.025,-0.0292,1.0,0
506,623.0,632.0,2030688.0,2030738.0,319.0,31.0,50.0,36546.0,101.0,133.0,1364.0,0.0,1.0,100.0,0.9135,0.2911,0.18,0.0066,0.2903,1.0,1.0,2.5038,0.9542,1.699,0.82,-0.105,0.7281,1
507,1013.0,1032.0,3552722.0,3552733.0,168.0,19.0,11.0,15757.0,61.0,124.0,1360.0,1.0,0.0,200.0,0.4823,0.1962,0.5789,0.014,1.0,1.0,0.0,2.2253,1.2787,1.0414,-0.4211,-0.2673,0.3494,1
508,953.0,975.0,2262960.0,2262963.0,52.0,22.0,8.0,6105.0,80.0,159.0,1692.0,1.0,0.0,70.0,0.8475,0.2121,0.1364,0.013,1.0,0.375,0.0,1.716,1.3424,0.4771,-0.8636,-0.0828,0.1715,1
509,279.0,290.0,119026.0,119036.0,86.0,15.0,10.0,7987.0,73.0,109.0,1694.0,0.0,1.0,60.0,0.3294,0.2182,0.9091,0.0065,0.7333,1.0,0.0,1.9345,1.0414,1.0,-0.0909,-0.2744,0.2173,1
510,1271.0,1301.0,9831578.0,9831856.0,2962.0,231.0,284.0,342202.0,101.0,127.0,1362.0,0.0,1.0,40.0,0.0896,0.6448,0.1079,0.022,0.1299,0.9789,1.0,3.4716,1.4771,2.444,0.8921,-0.0974,1.0,1
511,43.0,184.0,114768.0,114815.0,3918.0,172.0,88.0,408392.0,39.0,127.0,1362.0,0.0,1.0,40.0,0.0631,0.4088,0.3333,0.1035,0.8198,0.5341,0.0,3.5931,2.1492,1.6721,-0.6667,-0.1857,1.0,0
512,1194.0,1219.0,172567.0,172592.0,204.0,68.0,38.0,25491.0,114.0,141.0,1358.0,0.0,1.0,40.0,0.2047,0.6736,1.0,0.0184,0.3677,0.6579,0.5,2.3096,1.3979,1.3979,0.0,-0.0238,0.8958,1
513,1247.0,1273.0,120090.0,120110.0,301.0,38.0,46.0,51176.0,160.0,182.0,1353.0,0.0,1.0,200.0,0.1183,0.4211,0.7692,0.0192,0.6842,0.4348,0.0,2.4786,1.415,1.301,-0.2308,0.3283,0.8102,1
514,215.0,340.0,109058.0,109106.0,3630.0,173.0,100.0,292575.0,35.0,108.0,1666.0,0.0,1.0,40.0,0.2581,0.395,0.384,0.075,0.7225,0.48,0.0,3.5599,2.0969,1.6812,-0.616,-0.3703,1.0,0
515,39.0,186.0,2311225.0,2311296.0,5617.0,268.0,152.0,598575.0,42.0,135.0,1404.0,0.0,1.0,40.0,0.0556,0.4618,0.483,0.1047,0.5485,0.4671,0.0,3.7495,2.1673,1.8513,-0.517,-0.1675,1.0,0
516,41.0,193.0,1945494.0,1945637.0,10743.0,652.0,418.0,1239926.0,38.0,142.0,1402.0,0.0,1.0,40.0,0.0585,0.5058,0.9408,0.1084,0.2331,0.3421,0.0,4.0311,2.1818,2.1553,-0.0592,-0.0983,1.0,0
517,1125.0,1142.0,11499942.0,11499957.0,178.0,19.0,16.0,20778.0,105.0,132.0,1360.0,0.0,1.0,40.0,0.3206,0.302,0.8824,0.0125,0.8947,0.9375,0.0,2.2504,1.2305,1.1761,-0.1177,-0.088,0.4219,1
518,298.0,312.0,128172.0,128184.0,131.0,16.0,13.0,7119.0,33.0,78.0,1354.0,1.0,0.0,300.0,0.4402,0.2202,0.8571,0.0103,0.875,0.9231,0.0,2.1173,1.1461,1.0792,-0.1429,-0.5754,0.2901,1
519,1573.0,1591.0,3116210.0,3116226.0,99.0,35.0,20.0,10357.0,97.0,116.0,1692.0,0.0,1.0,70.0,0.1194,0.6563,0.8889,0.0106,0.5143,0.8,0.0,1.9956,1.2553,1.2041,-0.1111,-0.1827,0.4763,1
520,469.0,492.0,3881283.0,3881300.0,155.0,28.0,17.0,17114.0,92.0,129.0,1650.0,1.0,0.0,70.0,0.5685,0.6036,0.7391,0.0139,0.8214,1.0,0.0,2.1903,1.3617,1.2305,-0.2609,-0.1374,0.6438,1
521,867.0,1104.0,949655.0,949669.0,1695.0,247.0,106.0,197365.0,103.0,132.0,1668.0,0.0,1.0,40.0,0.6763,0.4891,0.0591,0.1421,0.9595,0.1321,0.0,3.2292,2.3747,1.1461,-0.9409,-0.0903,1.0,1
522,43.0,200.0,696884.0,696948.0,6059.0,206.0,129.0,626256.0,45.0,125.0,1358.0,0.0,1.0,40.0,0.0633,0.397,0.4076,0.1156,0.7621,0.4961,0.0,3.7824,2.1959,1.8062,-0.5924,-0.1925,1.0,0
523,1.0,222.0,486069.0,486291.0,22554.0,999.0,605.0,2712104.0,27.0,150.0,1400.0,0.0,1.0,40.0,0.0014,0.5403,0.9955,0.1579,0.2212,0.3669,1.0,4.3532,2.3444,2.3463,0.0045,-0.0606,1.0,0
524,1682.0,1688.0,1248097.0,1248109.0,53.0,6.0,12.0,3202.0,40.0,86.0,1692.0,1.0,0.0,70.0,0.0047,0.2639,0.5,0.0036,1.0,1.0,1.0,1.7243,0.7782,1.0792,0.5,-0.528,0.1773,1
525,41.0,214.0,2566935.0,2566997.0,6075.0,242.0,131.0,633606.0,47.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4336,0.3584,0.1274,0.7149,0.4733,0.0,3.7836,2.238,1.7924,-0.6416,-0.1852,1.0,0
526,95.0,169.0,338690.0,338716.0,563.0,109.0,59.0,66987.0,107.0,135.0,1358.0,0.0,1.0,175.0,0.1399,0.7074,0.3514,0.0545,0.6789,0.4407,0.0,2.7505,1.8692,1.415,-0.6486,-0.0705,1.0,1
527,96.0,172.0,728912.0,728995.0,2406.0,231.0,168.0,301138.0,116.0,140.0,1358.0,0.0,1.0,40.0,0.1414,0.6186,0.9157,0.056,0.329,0.494,1.0,3.3813,1.8808,1.9191,0.0843,-0.0222,1.0,0
